date,sold
2018-07-07,874
2018-07-08,884
2018-07-09,881
2018-07-10,869
2018-07-11,869
2018-07-12,894
2018-07-13,873
2018-07-14,896
2018-07-15,890
2018-07-16,875
2018-07-17,878
2018-07-18,892
2018-07-19,890
2018-07-20,878
2018-07-21,868
2018-07-22,882
2018-07-23,886
2018-07-24,897
2018-07-25,893
2018-07-26,922
2018-07-27,885
2018-07-28,883
2018-07-29,901
2018-07-30,906
2018-07-31,931
2018-08-01,922
2018-08-02,912
2018-08-03,889
2018-08-04,870
2018-08-05,893
2018-08-06,895
2018-08-07,901
2018-08-08,910
2018-08-09,902
2018-08-10,897
2018-08-11,891
2018-08-12,886
2018-08-13,902
2018-08-14,923
2018-08-15,915
2018-08-16,904
2018-08-17,895
2018-08-18,900
2018-08-19,906
2018-08-20,910
2018-08-21,904
2018-08-22,904
2018-08-23,921
2018-08-24,897
2018-08-25,888
2018-08-26,895
2018-08-27,901
2018-08-28,917
2018-08-29,923
2018-08-30,925
2018-08-31,907
2018-09-01,896
2018-09-02,894
2018-09-03,905
2018-09-04,907
2018-09-05,917
2018-09-06,926
2018-09-07,929
2018-09-08,898
2018-09-09,914
2018-09-10,905
2018-09-11,924
2018-09-12,918
2018-09-13,917
2018-09-14,928
2018-09-15,916
2018-09-16,916
2018-09-17,931
2018-09-18,915
2018-09-19,923
2018-09-20,925
2018-09-21,927
2018-09-22,922
2018-09-23,917
2018-09-24,926
2018-09-25,927
2018-09-26,932
2018-09-27,936
2018-09-28,906
2018-09-29,902
2018-09-30,918
2018-10-01,935
2018-10-02,928
2018-10-03,918
2018-10-04,938
2018-10-05,914
2018-10-06,914
2018-10-07,894
2018-10-08,921
2018-10-09,933
2018-10-10,927
2018-10-11,932
2018-10-12,907
2018-10-13,902
2018-10-14,917
2018-10-15,935
2018-10-16,919
2018-10-17,927
2018-10-18,909
2018-10-19,924
2018-10-20,901
2018-10-21,915
2018-10-22,919
2018-10-23,914
2018-10-24,933
2018-10-25,903
2018-10-26,924
2018-10-27,898
2018-10-28,933
2018-10-29,926
2018-10-30,930
2018-10-31,915
2018-11-01,924
2018-11-02,906
2018-11-03,902
2018-11-04,914
2018-11-05,904
2018-11-06,925
2018-11-07,909
2018-11-08,916
2018-11-09,913
2018-11-10,911
2018-11-11,912
2018-11-12,919
2018-11-13,918
2018-11-14,913
2018-11-15,912
2018-11-16,920
2018-11-17,906
2018-11-18,913
2018-11-19,909
2018-11-20,930
2018-11-21,916
2018-11-22,915
2018-11-23,894
2018-11-24,906
2018-11-25,908
2018-11-26,914
2018-11-27,916
2018-11-28,900
2018-11-29,899
2018-11-30,888
2018-12-01,901
2018-12-02,900
2018-12-03,904
2018-12-04,910
2018-12-05,907
2018-12-06,899
2018-12-07,890
2018-12-08,884
2018-12-09,884
2018-12-10,906
2018-12-11,906
2018-12-12,913
2018-12-13,924
2018-12-14,899
2018-12-15,889
2018-12-16,888
2018-12-17,887
2018-12-18,911
2018-12-19,907
2018-12-20,901
2018-12-21,898
2018-12-22,867
2018-12-23,871
2018-12-24,892
2018-12-25,903
2018-12-26,893
2018-12-27,899
2018-12-28,887
2018-12-29,868
2018-12-30,869
2018-12-31,888
